"Timestamp","Message"
"2023-11-28T23:46:28.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 17777 1701226040 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 167.248.133.165 6 us-east-1 167.248.133.165 54452 1701225988 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:46:28.000-03:00","709271087504 ACCEPT use1-az6 40 167.248.133.165 54452 1701226040 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 167.248.133.165 - 10.0.0.174 6 us-east-1 10.0.0.174 17777 1701225988 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:46:28.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 31336 1701226040 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 35.203.211.151 6 us-east-1 35.203.211.151 55013 1701225988 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:46:28.000-03:00","709271087504 ACCEPT use1-az6 40 35.203.211.151 55013 1701226040 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 35.203.211.151 - 10.0.0.174 6 us-east-1 10.0.0.174 31336 1701225988 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 9646 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 162.216.150.26 6 us-east-1 162.216.150.26 53613 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 162.216.150.26 53613 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 162.216.150.26 - 10.0.0.174 6 us-east-1 10.0.0.174 9646 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 49504 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 162.216.150.33 6 us-east-1 162.216.150.33 55898 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 162.216.150.33 55898 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 162.216.150.33 - 10.0.0.174 6 us-east-1 10.0.0.174 49504 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 17780 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 162.142.125.178 6 us-east-1 162.142.125.178 27868 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 162.142.125.178 27868 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 162.142.125.178 - 10.0.0.174 6 us-east-1 10.0.0.174 17780 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 12189 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 162.142.125.184 6 us-east-1 162.142.125.184 1075 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 162.142.125.184 1075 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 162.142.125.184 - 10.0.0.174 6 us-east-1 10.0.0.174 12189 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 18383 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 162.216.149.250 6 us-east-1 162.216.149.250 54944 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 162.216.149.250 54944 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 162.216.149.250 - 10.0.0.174 6 us-east-1 10.0.0.174 18383 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 1911 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 103.187.191.231 6 us-east-1 103.187.191.231 46581 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 103.187.191.231 46581 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 103.187.191.231 - 10.0.0.174 6 us-east-1 10.0.0.174 1911 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 83 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 205.210.31.25 6 us-east-1 205.210.31.25 50869 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 205.210.31.25 50869 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 205.210.31.25 - 10.0.0.174 6 us-east-1 10.0.0.174 83 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 10.0.0.174 7077 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 192.241.213.43 6 us-east-1 192.241.213.43 52797 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 192.241.213.43 52797 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 192.241.213.43 - 10.0.0.174 6 us-east-1 10.0.0.174 7077 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 9278 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 162.216.149.78 6 us-east-1 162.216.149.78 51539 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 162.216.149.78 51539 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 162.216.149.78 - 10.0.0.174 6 us-east-1 10.0.0.174 9278 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 10.0.0.174 115 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 107.170.229.48 6 us-east-1 107.170.229.48 38224 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 107.170.229.48 38224 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 107.170.229.48 - 10.0.0.174 6 us-east-1 10.0.0.174 115 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 56907 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 162.216.149.231 6 us-east-1 162.216.149.231 53845 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 162.216.149.231 53845 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 162.216.149.231 - 10.0.0.174 6 us-east-1 10.0.0.174 56907 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 52 10.0.0.174 10101 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 43.157.32.103 6 us-east-1 43.157.32.103 23682 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 43.157.32.103 23682 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 43.157.32.103 - 10.0.0.174 6 us-east-1 10.0.0.174 10101 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 64497 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 162.142.125.130 6 us-east-1 162.142.125.130 27806 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 162.142.125.130 27806 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 162.142.125.130 - 10.0.0.174 6 us-east-1 10.0.0.174 64497 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 1922 1701226100 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 35.203.210.224 6 us-east-1 35.203.210.224 56139 1701226042 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:47:22.000-03:00","709271087504 ACCEPT use1-az6 40 35.203.210.224 56139 1701226100 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 35.203.210.224 - 10.0.0.174 6 us-east-1 10.0.0.174 1922 1701226042 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:48:26.000-03:00","709271087504 REJECT use1-az6 29 10.0.0.174 53413 1701226160 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 64.62.197.43 17 us-east-1 64.62.197.43 2856 1701226106 - - subnet-066b93a317b004cf7 0 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:48:26.000-03:00","709271087504 ACCEPT use1-az6 44 10.0.0.174 48663 1701226160 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 10.0.0.174 - 162.216.150.245 6 us-east-1 162.216.150.245 52772 1701226106 - - subnet-066b93a317b004cf7 2 - IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:48:26.000-03:00","709271087504 ACCEPT use1-az6 40 162.216.150.245 52772 1701226160 egress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 1 - 162.216.150.245 - 10.0.0.174 6 us-east-1 10.0.0.174 48663 1701226106 - - subnet-066b93a317b004cf7 4 2 IPv4 5 vpc-0476592dc5bf52026"
"2023-11-28T23:48:26.000-03:00","709271087504 ACCEPT use1-az6 80 10.0.0.174 3146 1701226160 ingress i-03cafbe4aa8f52070 eni-03ab7af9546ef7cce OK 2 - 10.0.0.174 - 45.143.200.14 6 us-east-1 45.143.200.14 56006 1701226106 - - subnet-066b93a317b004cf7 6 - IPv4 5 vpc-0476592dc5bf52026"
